,StartTime,open,high,low,close,volume,EndTime,Amount,ma7,ma25,diff,abs_diff,min_time
0,2023-01-27 17:45:00,1579.12,1579.71,1577.13,1579.71,6948.061,2023-01-27 17:49:59,10966686.03699,,,1.0,0.0,45
1,2023-01-27 17:50:00,1579.7,1579.95,1578.58,1578.88,4552.312,2023-01-27 17:54:59,7189976.42195,,,1.0,0.0,50
2,2023-01-27 17:55:00,1578.89,1578.89,1576.36,1578.01,4906.453,2023-01-27 17:59:59,7740380.26414,,,1.0,0.0,55
3,2023-01-27 18:00:00,1578.02,1578.53,1577.63,1578.21,2608.869,2023-01-27 18:04:59,4116992.85251,,,1.0,0.0,0
4,2023-01-27 18:05:00,1578.22,1578.85,1577.67,1578.77,4539.461,2023-01-27 18:09:59,7164819.69131,,,1.0,0.0,5
5,2023-01-27 18:10:00,1578.76,1579.16,1578.0,1578.0,5383.257,2023-01-27 18:14:59,8498408.5469,,,1.0,0.0,10
6,2023-01-27 18:15:00,1578.0,1578.46,1577.3,1577.4,5249.049,2023-01-27 18:19:59,8281747.29657,1578.672857142857,,1.0,0.0,15
7,2023-01-27 18:20:00,1577.4,1580.37,1577.29,1579.88,5154.429,2023-01-27 18:24:59,8139136.82155,1578.427142857143,,1.0,0.0,20
8,2023-01-27 18:25:00,1579.88,1581.34,1579.73,1579.97,8183.065,2023-01-27 18:29:59,12934655.40499,1578.452857142857,,1.0,0.0,25
9,2023-01-27 18:30:00,1579.96,1581.71,1579.82,1580.57,6274.799,2023-01-27 18:34:59,9919890.60702,1578.6057142857142,,1.0,0.0,30
10,2023-01-27 18:35:00,1580.57,1580.71,1580.1,1580.11,2337.487,2023-01-27 18:39:59,3694133.58102,1578.97,,1.0,0.0,35
11,2023-01-27 18:40:00,1580.1,1581.14,1580.1,1580.3,3652.741,2023-01-27 18:44:59,5773155.38639,1579.2385714285715,,1.0,0.0,40
12,2023-01-27 18:45:00,1580.31,1580.31,1575.55,1575.78,10061.031,2023-01-27 18:49:59,15877864.00717,1579.4599999999998,,1.0,0.0,45
13,2023-01-27 18:50:00,1575.78,1577.23,1572.33,1576.23,26708.681,2023-01-27 18:54:59,42064254.8502,1579.142857142857,,1.0,0.0,50
14,2023-01-27 18:55:00,1576.25,1576.75,1574.27,1576.47,9173.205,2023-01-27 18:59:59,14451922.06311,1578.9785714285713,,1.0,0.0,55
15,2023-01-27 19:00:00,1576.47,1577.17,1575.67,1577.17,6067.037,2023-01-27 19:04:59,9564820.60542,1578.4914285714287,,1.0,0.0,0
16,2023-01-27 19:05:00,1577.17,1577.36,1575.65,1575.66,3753.883,2023-01-27 19:09:59,5919266.24046,1578.0928571428572,,1.0,0.0,5
17,2023-01-27 19:10:00,1575.65,1576.0,1573.51,1573.87,10490.633,2023-01-27 19:14:59,16517450.93082,1577.3899999999999,,1.0,0.0,10
18,2023-01-27 19:15:00,1573.87,1575.29,1573.87,1575.24,3933.968,2023-01-27 19:19:59,6194210.69341,1576.5,,1.0,0.0,15
19,2023-01-27 19:20:00,1575.2,1577.27,1572.81,1576.94,8168.982,2023-01-27 19:24:59,12864862.36289,1575.77,,1.0,0.0,20
20,2023-01-27 19:25:00,1576.93,1577.76,1576.5,1577.06,5170.963,2023-01-27 19:29:59,8155309.97612,1575.9342857142858,,1.0,0.0,25
21,2023-01-27 19:30:00,1577.06,1577.53,1576.0,1577.32,3608.378,2023-01-27 19:34:59,5689312.19073,1576.05,,1.0,0.0,30
22,2023-01-27 19:35:00,1577.32,1578.2,1576.55,1577.47,5381.682,2023-01-27 19:39:59,8490342.5168,1576.1714285714286,,1.0,0.0,35
23,2023-01-27 19:40:00,1577.47,1577.47,1575.17,1577.09,4118.086,2023-01-27 19:44:59,6490780.54928,1576.2142857142858,,1.0,0.0,40
24,2023-01-27 19:45:00,1577.09,1578.32,1576.75,1576.76,5913.466,2023-01-27 19:49:59,9329064.99662,1576.42,1577.8076,1.3876000000000204,0.0,45
25,2023-01-27 19:50:00,1576.76,1577.08,1575.71,1576.4,3733.359,2023-01-27 19:54:59,5885010.87885,1576.8328571428572,1577.7131999999997,0.8803428571425229,0.0,50
26,2023-01-27 19:55:00,1576.4,1578.54,1575.86,1578.54,3468.017,2023-01-27 19:59:59,5469367.84917,1577.0042857142857,1577.5811999999999,0.5769142857141105,0.0,55
27,2023-01-27 20:00:00,1578.53,1579.0,1578.15,1579.0,7682.775,2023-01-27 20:04:59,12127562.83514,1577.2328571428573,1577.5667999999998,0.3339428571425742,0.0,0
28,2023-01-27 20:05:00,1579.0,1580.09,1578.79,1579.75,6449.851,2023-01-27 20:09:59,10187603.89968,1577.51,1577.6059999999998,0.09599999999977626,0.0,5
29,2023-01-27 20:10:00,1579.76,1580.26,1578.55,1580.09,4975.19,2023-01-27 20:14:59,7858422.19598,1577.8585714285714,1577.6676,-0.1909714285714017,0.0,10
30,2023-01-27 20:15:00,1580.09,1580.5,1578.2,1578.51,6143.859,2023-01-27 20:19:59,9702260.07519,1578.232857142857,1577.7208,-0.5120571428569747,0.0,15
31,2023-01-27 20:20:00,1578.51,1578.96,1577.43,1577.54,5155.856,2023-01-27 20:24:59,8136203.4402,1578.435714285714,1577.7412,-0.6945142857141491,0.0,20
32,2023-01-27 20:25:00,1577.55,1577.61,1575.71,1576.0,7658.106,2023-01-27 20:29:59,12072599.46051,1578.5485714285714,1577.7472,-0.8013714285714286,0.0,25
33,2023-01-27 20:30:00,1576.0,1577.5,1574.83,1575.22,6223.598,2023-01-27 20:34:59,9809005.31029,1578.4914285714283,1577.592,-0.8994285714281887,0.0,30
34,2023-01-27 20:35:00,1575.22,1575.22,1573.68,1574.11,8259.619,2023-01-27 20:39:59,13004008.77604,1578.0185714285715,1577.4024000000002,-0.616171428571306,0.0,35
35,2023-01-27 20:40:00,1574.1,1575.27,1574.1,1574.78,3526.822,2023-01-27 20:44:59,5553575.87468,1577.3185714285717,1577.1436,-0.17497142857155268,0.0,40
36,2023-01-27 20:45:00,1574.78,1579.36,1571.35,1578.98,24021.271,2023-01-27 20:49:59,37837785.48255,1576.607142857143,1576.9307999999999,0.3236571428569732,0.0,45
37,2023-01-27 20:50:00,1578.98,1579.0,1575.08,1575.9,9415.952,2023-01-27 20:54:59,14852994.38261,1576.4485714285713,1576.8776,0.42902857142871653,0.0,50
38,2023-01-27 20:55:00,1575.9,1576.87,1573.66,1574.64,7153.383,2023-01-27 20:59:59,11267455.87624,1576.0757142857144,1576.8824,0.8066857142855497,0.0,55
39,2023-01-27 21:00:00,1574.63,1575.32,1573.71,1575.08,8650.895,2023-01-27 21:04:59,13620595.42723,1575.6585714285713,1576.8176,1.1590285714287347,0.0,0
40,2023-01-27 21:05:00,1575.08,1576.9,1574.72,1576.86,6500.011,2023-01-27 21:09:59,10243041.69505,1575.527142857143,1576.7620000000002,1.2348571428572086,0.0,5
41,2023-01-27 21:10:00,1576.87,1577.42,1575.73,1575.91,8417.57,2023-01-27 21:14:59,13273645.39819,1575.7628571428572,1576.75,0.9871428571427714,0.0,10
42,2023-01-27 21:15:00,1575.91,1576.01,1574.14,1574.54,7551.017,2023-01-27 21:19:59,11893598.56002,1576.0214285714285,1576.7604000000001,0.7389714285716309,0.0,15
43,2023-01-27 21:20:00,1574.54,1575.11,1569.2,1571.39,20196.735,2023-01-27 21:24:59,31755373.40358,1575.9871428571428,1576.7872,0.800057142857213,0.0,20
44,2023-01-27 21:25:00,1571.4,1573.22,1555.3,1569.74,75883.79,2023-01-27 21:29:59,118861403.70869,1574.904285714286,1576.6352,1.7309142857138795,0.0,25
45,2023-01-27 21:30:00,1569.94,1583.92,1565.1,1578.93,102887.43,2023-01-27 21:34:59,162082290.07608,1574.052857142857,1576.3555999999999,2.3027428571429027,0.0,30
46,2023-01-27 21:35:00,1578.93,1584.86,1576.75,1581.85,35262.299,2023-01-27 21:39:59,55729358.02533,1574.6671428571428,1576.4304000000002,1.7632571428573556,0.0,35
47,2023-01-27 21:40:00,1581.85,1583.0,1577.99,1578.51,18298.436,2023-01-27 21:44:59,28928993.80371,1575.6342857142859,1576.6116,0.9773142857141011,0.0,40
48,2023-01-27 21:45:00,1578.52,1578.92,1567.33,1569.29,51452.975,2023-01-27 21:49:59,80899177.45317,1575.8700000000001,1576.6536,0.7835999999999785,0.0,45
49,2023-01-27 21:50:00,1569.3,1573.0,1568.59,1570.77,27574.975,2023-01-27 21:54:59,43308165.96305,1574.9257142857143,1576.3419999999999,1.41628571428555,0.0,50
50,2023-01-27 21:55:00,1570.76,1572.0,1569.03,1571.54,11639.144,2023-01-27 21:59:59,18281659.68178,1574.3857142857144,1576.102,1.716285714285732,0.0,55
51,2023-01-27 22:00:00,1571.55,1572.08,1569.63,1571.91,14511.094,2023-01-27 22:04:59,22797445.24307,1574.4071428571426,1575.9080000000001,1.5008571428575124,0.0,0
52,2023-01-27 22:05:00,1571.91,1573.42,1571.39,1573.31,13931.255,2023-01-27 22:09:59,21906894.2609,1574.6885714285713,1575.6432,0.9546285714286569,0.0,5
53,2023-01-27 22:10:00,1573.32,1573.32,1569.9,1571.47,7128.279,2023-01-27 22:14:59,11204742.70838,1573.887142857143,1575.4160000000002,1.5288571428570776,0.0,10
54,2023-01-27 22:15:00,1571.48,1572.85,1569.35,1569.66,8217.822,2023-01-27 22:19:59,12909630.32372,1572.4057142857143,1575.0848,2.6790857142857476,0.0,15
55,2023-01-27 22:20:00,1569.66,1570.24,1564.5,1566.57,37491.674,2023-01-27 22:24:59,58732889.12898,1571.1399999999999,1574.6675999999998,3.527599999999893,0.0,20
56,2023-01-27 22:25:00,1566.57,1567.0,1562.44,1566.36,25321.223,2023-01-27 22:29:59,39619973.54121,1570.75,1574.19,3.4400000000000546,0.0,25
57,2023-01-27 22:30:00,1566.37,1570.05,1564.54,1569.41,26599.184,2023-01-27 22:34:59,41710337.88792,1570.1228571428571,1573.7428,3.61994285714286,0.0,30
58,2023-01-27 22:35:00,1569.41,1572.69,1567.79,1571.99,23273.486,2023-01-27 22:39:59,36548248.18232,1569.817142857143,1573.4791999999998,3.6620571428568383,0.0,35
59,2023-01-27 22:40:00,1571.99,1574.68,1571.04,1572.45,18383.69,2023-01-27 22:44:59,28913892.60096,1569.8285714285716,1573.35,3.5214285714282596,0.0,40
60,2023-01-27 22:45:00,1572.45,1581.93,1572.44,1580.68,40868.913,2023-01-27 22:49:59,64483621.29791,1569.7042857142858,1573.2839999999999,3.57971428571409,0.0,45
61,2023-01-27 22:50:00,1580.67,1590.39,1580.67,1586.68,84021.995,2023-01-27 22:54:59,133215873.46592,1571.0171428571427,1573.5195999999999,2.5024571428571107,0.0,50
62,2023-01-27 22:55:00,1586.74,1587.26,1577.21,1579.53,38232.54,2023-01-27 22:59:59,60460670.38635,1573.457142857143,1573.83,0.3728571428569012,0.0,55
63,2023-01-27 23:00:00,1579.53,1584.34,1577.0,1583.19,33421.799,2023-01-27 23:04:59,52843702.77714,1575.3085714285714,1573.9752,-1.333371428571354,0.0,0
64,2023-01-27 23:05:00,1583.19,1587.87,1581.77,1585.91,26641.982,2023-01-27 23:09:59,42248566.67702,1577.7114285714285,1574.3176,-3.3938285714284575,0.0,5
65,2023-01-27 23:10:00,1585.92,1587.99,1585.08,1587.43,19726.761,2023-01-27 23:14:59,31297489.01643,1580.07,1574.7512,-5.31880000000001,5.31880000000001,10
66,2023-01-27 23:15:00,1587.42,1589.4,1581.57,1583.36,29532.724,2023-01-27 23:19:59,46827820.51179,1582.2742857142857,1575.1732000000002,-7.101085714285546,7.101085714285546,15
67,2023-01-27 23:20:00,1583.37,1584.0,1579.5,1582.5,19685.622,2023-01-27 23:24:59,31134460.25341,1583.8342857142857,1575.4716,-8.36268571428559,8.36268571428559,20
68,2023-01-27 23:25:00,1582.5,1583.99,1580.68,1583.91,11520.55,2023-01-27 23:29:59,18226987.43789,1584.095714285714,1575.79,-8.305714285713975,8.305714285713975,25
69,2023-01-27 23:30:00,1583.91,1584.39,1580.02,1580.63,10840.507,2023-01-27 23:34:59,17156206.60514,1583.6914285714286,1576.2904,-7.401028571428469,7.401028571428469,30
70,2023-01-27 23:35:00,1580.63,1587.8,1580.15,1587.12,18992.896,2023-01-27 23:39:59,30116481.4277,1583.8485714285714,1576.718,-7.130571428571329,7.130571428571329,35
71,2023-01-27 23:40:00,1587.13,1594.97,1586.22,1590.89,53434.713,2023-01-27 23:44:59,85016800.42218,1584.4114285714288,1577.046,-7.365428571428765,7.365428571428765,40
72,2023-01-27 23:45:00,1590.9,1591.77,1578.57,1579.86,58440.454,2023-01-27 23:49:59,92510697.8399,1585.1228571428571,1577.4080000000001,-7.714857142856999,7.714857142856999,45
73,2023-01-27 23:50:00,1579.85,1581.91,1573.75,1575.01,47192.912,2023-01-27 23:54:59,74474014.15245,1584.0414285714287,1577.4612,-6.580228571428734,6.580228571428734,50
74,2023-01-27 23:55:00,1575.01,1578.96,1573.23,1574.24,35110.953,2023-01-27 23:59:59,55341709.22135,1582.847142857143,1577.6896000000002,-5.157542857142744,5.157542857142744,55
75,2023-01-28 00:00:00,1574.24,1578.81,1573.2,1576.91,26020.612,2023-01-28 00:04:59,41011562.82507,1581.667142857143,1577.8288,-3.8383428571430613,0.0,0
76,2023-01-28 00:05:00,1576.91,1578.8,1575.02,1577.09,13068.054,2023-01-28 00:09:59,20610026.72375,1580.6671428571428,1578.0431999999998,-2.6239428571429926,0.0,5
77,2023-01-28 00:10:00,1577.08,1577.19,1575.49,1575.77,9336.869,2023-01-28 00:14:59,14718991.68529,1580.16,1578.25,-1.9100000000000819,0.0,10
78,2023-01-28 00:15:00,1575.78,1583.89,1575.78,1583.16,25913.475,2023-01-28 00:19:59,40976834.05153,1578.5385714285712,1578.3483999999999,-0.19017142857137515,0.0,15
79,2023-01-28 00:20:00,1583.16,1588.83,1582.52,1585.45,36707.583,2023-01-28 00:24:59,58198100.53729,1577.432857142857,1578.8156,1.38274285714283,0.0,20
80,2023-01-28 00:25:00,1585.45,1589.4,1584.36,1586.7,17182.013,2023-01-28 00:29:59,27266410.77397,1578.232857142857,1579.4472,1.2143428571430377,0.0,25
81,2023-01-28 00:30:00,1586.7,1588.7,1585.97,1588.41,11949.468,2023-01-28 00:34:59,18970877.24152,1579.902857142857,1580.2524000000003,0.34954285714320577,0.0,30
82,2023-01-28 00:35:00,1588.41,1588.54,1584.63,1584.75,13088.273,2023-01-28 00:39:59,20757379.3868,1581.9271428571428,1581.134,-0.7931428571428114,0.0,35
83,2023-01-28 00:40:00,1584.92,1589.93,1584.74,1589.18,18621.697,2023-01-28 00:44:59,29572066.84344,1583.0714285714287,1581.7544,-1.3170285714286365,0.0,40
84,2023-01-28 00:45:00,1589.19,1590.63,1587.56,1588.88,16340.231,2023-01-28 00:49:59,25966470.89659,1584.8014285714287,1582.4424,-2.35902857142878,0.0,45
85,2023-01-28 00:50:00,1588.88,1589.96,1587.09,1587.49,8474.661,2023-01-28 00:54:59,13461555.23793,1586.6728571428573,1583.0996000000002,-3.5732571428570736,0.0,50
86,2023-01-28 00:55:00,1587.49,1590.4,1587.49,1588.73,12666.964,2023-01-28 00:59:59,20128843.8032,1587.2914285714285,1583.3724000000002,-3.919028571428271,0.0,55
87,2023-01-28 01:00:00,1588.73,1590.0,1587.48,1587.54,13727.506,2023-01-28 01:04:59,21809600.16687,1587.76,1583.4519999999998,-4.30800000000022,0.0,0
88,2023-01-28 01:05:00,1587.54,1592.0,1587.07,1588.52,22134.252,2023-01-28 01:09:59,35184271.02404,1587.8799999999999,1583.7723999999998,-4.107600000000048,0.0,5
89,2023-01-28 01:10:00,1588.51,1590.4,1587.0,1590.4,10842.337,2023-01-28 01:14:59,17223848.8879,1587.8942857142858,1583.9851999999998,-3.909085714285993,0.0,10
90,2023-01-28 01:15:00,1590.4,1597.67,1589.77,1594.74,56804.655,2023-01-28 01:19:59,90570107.13475,1588.6771428571428,1584.1644000000001,-4.512742857142712,0.0,15
91,2023-01-28 01:20:00,1594.74,1596.0,1593.06,1594.94,13065.896,2023-01-28 01:24:59,20835149.95357,1589.4699999999998,1584.4572,-5.012799999999743,5.012799999999743,20
92,2023-01-28 01:25:00,1594.94,1596.26,1591.06,1591.24,13485.894,2023-01-28 01:29:59,21487326.35947,1590.3357142857144,1584.92,-5.41571428571433,5.41571428571433,25
93,2023-01-28 01:30:00,1591.23,1592.24,1588.79,1589.09,18097.519,2023-01-28 01:34:59,28787291.00485,1590.8700000000001,1585.2691999999997,-5.60080000000039,5.60080000000039,30
94,2023-01-28 01:35:00,1589.09,1593.3,1589.09,1593.17,9890.526,2023-01-28 01:39:59,15737225.5571,1590.9214285714286,1585.4764000000002,-5.445028571428338,5.445028571428338,35
95,2023-01-28 01:40:00,1593.17,1594.98,1591.43,1592.76,12224.838,2023-01-28 01:44:59,19477900.80129,1591.7257142857143,1585.9779999999998,-5.747714285714437,5.747714285714437,40
96,2023-01-28 01:45:00,1592.77,1597.33,1592.52,1596.68,11086.431,2023-01-28 01:49:59,17681275.36832,1592.3342857142857,1586.2035999999998,-6.130685714285846,6.130685714285846,45
97,2023-01-28 01:50:00,1596.68,1612.99,1595.81,1608.84,113658.932,2023-01-28 01:54:59,182436254.51997,1593.2314285714288,1586.4347999999998,-6.7966285714289825,6.7966285714289825,50
98,2023-01-28 01:55:00,1608.83,1609.99,1605.14,1605.14,29965.515,2023-01-28 01:59:59,48174167.35429,1595.2442857142858,1587.594,-7.650285714285701,7.650285714285701,55
99,2023-01-28 02:00:00,1605.15,1605.5,1605.14,1605.48,236.947,2023-01-28 02:04:59,380387.79885,1596.702857142857,1588.7995999999998,-7.903257142857228,7.903257142857228,0
